Time_Step point-gw-e point-pressure-a point-vel-b point-vel-c gw-hemolysis point-vel-e point-vel-d point-shear-a point-gw-b point-gw-c mass-flux eds-hemolysis point-pressure-b point-pressure-c p-in point-vel-a point-shear-d point-shear-e point-gw-a point-shear-c point-shear-b max-vel-rotor point-pressure-e point-pressure-d
3600 0.02313613891601562 -25520.37109375 5.830705642700195 5.056550979614258 1.219853396208989e-07 3.962849378585815 3.962849378585815 574.4859008789062 0.03506301715970039 0.02059771120548248 6.403817253419763e-07 2.85214539166911e-09 -9682.390625 -9614.1953125 -25409.81663660834 0.1848050504922867 1280.172729492188 1280.172729492188 1.392646282738497e-07 1545.980224609375 8380.5947265625 8.385183305851413 -1446.84765625 -5848.857421875
3610 0.02181995660066605 -25137.552734375 6.926103115081787 4.92375659942627 1.223258219631227e-07 4.116903781890869 4.116903781890869 574.5625 0.03557242080569267 0.01733744144439697 2.539173128354721e-07 2.861000059319164e-09 -10205.2080078125 -9175.3505859375 -25026.88995079818 0.1847742348909378 1913.054809570312 1913.054809570312 1.393531192661612e-07 2979.3681640625 3587.001953125 8.31575023732969 -1379.667114257812 -5489.83251953125
3620 0.02319753170013428 -24896.943359375 5.503660202026367 5.187431812286377 1.226654739486741e-07 4.124311447143555 4.124311447143555 574.7269287109375 0.02724663354456425 0.01513432059437037 4.785085643693732e-08 2.869863010673499e-09 -9496.12890625 -8174.3740234375 -24787.94528123258 0.1847469508647919 1615.862548828125 1615.862548828125 1.395377751123306e-07 2988.632568359375 7300.2177734375 8.351185826891612 -1389.798461914062 -5346.9091796875
3630 0.02077603712677956 -24877.015625 4.608699798583984 5.434114456176758 1.23005782079434e-07 3.825747966766357 3.825747966766357 574.9757080078125 0.02881294675171375 0.03679147735238075 -2.78616083641825e-07 2.878735962242206e-09 -9445.544921875 -8285.1884765625 -24769.10970454689 0.1847240626811981 979.4102783203125 979.4102783203125 1.398007896113995e-07 2965.30078125 2787.2275390625 8.348916450542596 -1564.95068359375 -5381.9169921875
3640 0.01989329233765602 -24959.669921875 4.882005214691162 5.302371501922607 1.233435731827298e-07 3.68285083770752 3.68285083770752 575.281005859375 0.02702158875763416 0.03670559823513031 -1.641307914579393e-08 2.887614114541392e-09 -9566.4970703125 -8253.4501953125 -24850.05365933523 0.1847101747989655 908.4650268554688 908.4650268554688 1.401236744413836e-07 4644.25146484375 2122.682861328125 8.357623466423265 -1787.499389648438 -5443.447265625
3650 0.02021636068820953 -24990.6796875 5.536855220794678 5.398640632629395 1.236825006375416e-07 3.572894334793091 3.572894334793091 575.6297607421875 0.03935224190354347 0.02151052094995975 6.81470504887427e-08 2.896502111784816e-09 -10068.091796875 -8195.564453125 -24879.90525646783 0.1847029179334641 1366.1513671875 1366.1513671875 1.404864491405533e-07 4815.1025390625 1815.052368164062 8.341060576077082 -1866.688232421875 -5487.421875
3660 0.02197064459323883 -24822.806640625 5.776106357574463 5.793981552124023 1.24022178560535e-07 3.559298515319824 3.559298515319824 575.956787109375 0.03701618686318398 0.02866923436522484 8.325738642261937e-08 2.905399180811747e-09 -9582.1337890625 -8485.6171875 -24712.42563670541 0.1847052276134491 1978.59521484375 1978.59521484375 1.408671437275189e-07 3768.810546875 3838.385498046875 8.326679134351226 -1791.030639648438 -5416.66796875
3670 0.02466714009642601 -24696.615234375 5.532805919647217 5.203057289123535 1.243614099148116e-07 3.618302583694458 3.618302583694458 576.2451171875 0.03595403581857681 0.03494542837142944 2.158894104806186e-07 2.914304303523257e-09 -8893.5048828125 -8830.94921875 -24583.77498453996 0.1847213208675385 1630.411010742188 1630.411010742188 1.412403349831948e-07 2467.243408203125 3231.22021484375 8.285399885752202 -1652.502807617188 -5390.33203125
3680 0.03235165774822235 -24592.84375 5.54289722442627 5.234713077545166 1.246992543636193e-07 4.279288291931152 4.279288291931152 576.4454345703125 0.03275685757398605 0.02965041995048523 6.728921936940968e-07 2.923216217946449e-09 -7844.43017578125 -8785.056640625 -24481.70939535999 0.1847469210624695 3631.2138671875 3631.2138671875 1.415800738868711e-07 3666.97265625 5379.7548828125 8.336282966618812 -1642.938720703125 -5291.6083984375
3690 0.02629491500556469 -24295.115234375 5.583611488342285 4.509716987609863 1.250402644140591e-07 4.543025016784668 4.543025016784668 576.593017578125 0.02990248985588551 0.02340050041675568 5.239264909279173e-07 2.932140230666332e-09 -7119.90185546875 -8258.673828125 -24184.78506548482 0.1847823560237885 2003.685180664062 2003.685180664062 1.4186454677656e-07 2921.78955078125 4005.2998046875 8.381738435229421 -1678.463989257812 -5370.265625
3700 0.02064900472760201 -24174.927734375 5.122930526733398 4.477964401245117 1.253814647159127e-07 4.500164031982422 4.500164031982422 576.6002807617188 0.02875966392457485 0.01928017474710941 3.330017466704471e-07 2.94107346633176e-09 -6707.53076171875 -7852.7939453125 -24065.66163374124 0.1848215460777283 1477.27587890625 1477.27587890625 1.420766722048938e-07 2382.59521484375 6395.35205078125 8.330961205751374 -1771.180908203125 -5402.2275390625
3710 0.01903297193348408 -24093.943359375 4.447324752807617 4.839382171630859 1.257230140578222e-07 4.448545455932617 4.448545455932617 576.4588623046875 0.0297696553170681 0.02273327484726906 1.282174284938931e-07 2.950015545001549e-09 -6810.78515625 -7368.244140625 -23980.935097429 0.1848651170730591 1041.916381835938 1041.916381835938 1.422009034968141e-07 3602.13037109375 3937.886962890625 8.307626274306992 -1781.9296875 -5290.330078125
3720 0.01631280593574047 -24153.791015625 4.589326858520508 5.569468975067139 1.260662991619885e-07 4.363524913787842 4.363524913787842 576.1900634765625 0.03290471062064171 0.0213279016315937 -4.192835787175664e-07 2.958968506067573e-09 -7056.17431640625 -7164.029296875 -24044.86813675531 0.1849144399166107 741.2431640625 741.2431640625 1.422296662667577e-07 2755.882568359375 3147.523681640625 8.282650259822303 -1684.39306640625 -5155.2451171875
3730 0.01501944661140442 -24455.078125 4.944776058197021 5.601100444793701 1.26408331041508e-07 4.348557472229004 4.348557472229004 575.8250122070312 0.03756848722696304 0.02200343832373619 -6.820646454505641e-07 2.967928273733693e-09 -7324.93115234375 -7636.60693359375 -24345.70589983309 0.1849707663059235 1581.367919921875 1581.367919921875 1.421649216126752e-07 2351.029296875 2835.1025390625 8.255698505159076 -1586.442993164062 -5067.4345703125
3740 0.02185385301709175 -24880.068359375 5.288275241851807 5.67177677154541 1.2674830597103e-07 4.861845016479492 4.861845016479492 575.3878173828125 0.03710233047604561 0.0252580214291811 -4.645925408136575e-07 2.976893470968704e-09 -7904.0107421875 -8455.9541015625 -24768.89025904233 0.1850332915782928 4393.59375 4393.59375 1.42014840776028e-07 1055.4248046875 2476.975830078125 8.210414217046218 -1592.39111328125 -5451.7822265625
3750 0.02059394121170044 -25305.7578125 5.203026294708252 5.657830238342285 1.270898417143189e-07 5.709680557250977 5.709680557250977 574.8755493164062 0.03784891217947006 0.02444827370345592 -5.08995769393783e-07 2.985868427909373e-09 -8516.69921875 -8722.111328125 -25193.12464182708 0.1850976198911667 4134.5810546875 4134.5810546875 1.417915314050333e-07 2755.846923828125 3172.868896484375 8.183758172244522 -1622.81201171875 -6309.8857421875
3760 0.0183994397521019 -25586.189453125 4.961792469024658 4.895459175109863 1.274308135169428e-07 5.429728507995605 5.429728507995605 574.2540893554688 0.03644557297229767 0.0237283855676651 -3.699574648297066e-07 2.994850708566689e-09 -8977.7236328125 -8528.048828125 -25471.86452540259 0.18515944480896 3654.714599609375 3654.714599609375 1.415106254398779e-07 4485.59423828125 2636.534912109375 8.197348217839382 -1490.845336914062 -6335.77685546875
3770 0.0202393252402544 -25824.3125 5.009850025177002 4.487781047821045 1.277731610099505e-07 4.663557052612305 4.663557052612305 573.5791625976562 0.03377819433808327 0.02521312236785889 -4.890594740361576e-07 3.003843322663331e-09 -8765.365234375 -8702.7451171875 -25715.15614292172 0.1852191537618637 2732.85498046875 2732.85498046875 1.41191122793316e-07 3380.94921875 3267.9326171875 8.213381375642076 -1497.65869140625 -6171.943359375
3780 0.02591938339173794 -25952.16015625 5.190181732177734 4.327186584472656 1.281151068987002e-07 4.749651908874512 4.749651908874512 572.847900390625 0.03551431000232697 0.0248111579567194 -4.553787537539544e-07 3.012843020147064e-09 -8703.4296875 -8811.8857421875 -25840.93518540967 0.1852765679359436 2426.70751953125 2426.70751953125 1.408512986245114e-07 2473.03173828125 4096.66748046875 8.31993180928216 -1484.16943359375 -6783.20068359375
3790 0.02701069042086601 -26047.58203125 5.388649463653564 4.351137161254883 1.284565865821178e-07 4.620896816253662 4.620896816253662 572.1079711914062 0.03762282431125641 0.0238356776535511 -2.785177541653194e-07 3.021850335602163e-09 -9042.634765625 -8880.9833984375 -25940.14269668575 0.1853313148021698 3399.89208984375 3399.89208984375 1.40510664436988e-07 2179.10791015625 1357.43896484375 8.50713433965889 -1489.528686523438 -7354.0390625
3800 0.02904802933335304 -26134.8359375 5.46953821182251 4.501158714294434 1.287991845089628e-07 3.997213840484619 3.997213840484619 571.3617553710938 0.03307544067502022 0.02630932442843914 -2.815391051333438e-07 3.030867143784131e-09 -9262.3359375 -8908.2353515625 -26024.03191640858 0.1853833198547363 2909.661376953125 2909.661376953125 1.401873390705077e-07 3341.146484375 737.5451049804688 8.611984179025976 -1551.964599609375 -7778.158203125
3810 0.02804649248719215 -26459.265625 5.488059043884277 4.905251026153564 1.291430955212425e-07 4.397351741790771 4.397351741790771 570.6561889648438 0.03494058921933174 0.02654516138136387 -5.560811083618611e-07 3.039894477343209e-09 -9485.9208984375 -9299.6162109375 -26351.52155685796 0.1854357272386551 2255.546875 2255.546875 1.398966134047441e-07 5045.87109375 3581.479736328125 8.501012858032128 -1489.691528320312 -7540.103515625
3820 0.02742764726281166 -26924.33203125 5.502999782562256 5.13761568069458 1.294863824998154e-07 4.830286026000977 4.830286026000977 570.00927734375 0.0207701064646244 0.02316254004836082 -6.303789185854725e-07 3.048928383368759e-09 -9597.77734375 -9918.169921875 -26813.26104487355 0.1854885220527649 3493.1005859375 3493.1005859375 1.396538351627896e-07 2883.670654296875 3214.719970703125 8.4724629697913 -1443.770629882812 -7562.9111328125
3830 0.02247428521513939 -27095.7265625 5.453773021697998 5.16521167755127 1.298246963356772e-07 4.966114044189453 4.966114044189453 569.4749755859375 0.009453482925891876 0.02411085739731789 4.122413317306228e-07 3.057962715044705e-09 -9873.986328125 -10025.8583984375 -26982.03672136728 0.1855432838201523 3086.3876953125 3086.3876953125 1.394741246940612e-07 1611.64501953125 1194.432006835938 8.470675497049323 -1419.654663085938 -7973.4228515625
3840 0.02086392790079117 -26987.068359375 5.470643043518066 5.059621810913086 1.301687658755337e-07 4.583602905273438 4.583602905273438 569.1167602539062 0.008273446001112461 0.03106501698493958 3.066397273390753e-07 3.067013278069904e-09 -9813.69140625 -9704.3876953125 -26879.00946396326 0.1856024265289307 2285.47314453125 2285.47314453125 1.393704280872043e-07 2734.4580078125 1493.239379882812 8.449568853880272 -1393.43212890625 -8051.23486328125
3850 0.02090643718838692 -26623.345703125 5.228232383728027 5.082063674926758 1.305111834160989e-07 4.217912673950195 4.217912673950195 568.9395141601562 0.006331533193588257 0.02672610245645046 6.055878058741637e-07 3.076069297875401e-09 -9388.4580078125 -9500.2109375 -26511.57713327202 0.1856700927019119 1532.748657226562 1532.748657226562 1.393515418612878e-07 3178.692138671875 2084.9716796875 8.376797401567973 -1359.005249023438 -7606.7705078125
3860 0.02110373042523861 -26265.185546875 5.244880199432373 5.091907024383545 1.308561360218993e-07 3.946282386779785 3.946282386779785 568.8772583007812 0.01384803280234337 0.02656903117895126 4.002954206508424e-07 3.085136421847367e-09 -9074.7607421875 -9386.064453125 -26155.96256094967 0.1857495307922363 2122.825439453125 2122.825439453125 1.394200097593057e-07 1679.921630859375 1144.307373046875 8.414791227171566 -1391.80810546875 -7198.7861328125
3870 0.02110835164785385 -26133.666015625 5.647345542907715 4.843846797943115 1.312030564925149e-07 4.017263412475586 4.017263412475586 568.8594970703125 0.02943843230605125 0.02699318900704384 -1.916182504613229e-07 3.094214456828171e-09 -8993.767578125 -8882.359375 -26022.56701552814 0.1858334243297577 2872.666748046875 2872.666748046875 1.395695221617643e-07 2558.531005859375 1900.014404296875 8.531178847410459 -1405.46728515625 -7184.681640625
3880 0.01930627971887589 -26437.078125 5.779294013977051 4.791436195373535 1.31549417254996e-07 4.456395149230957 4.456395149230957 568.9115600585938 0.03660993650555611 0.02770128473639488 -6.6587464905149e-07 3.103299873542618e-09 -9400.1826171875 -9062.44921875 -26328.99268704495 0.1859178096055984 1472.428955078125 1472.428955078125 1.397878293118993e-07 3356.185302734375 3163.20947265625 8.563123611118026 -1463.171508789062 -7344.921875
3890 0.01924603991210461 -26704.248046875 5.428164482116699 5.074652194976807 1.318912994853502e-07 4.403822422027588 4.403822422027588 569.0322265625 0.0473841093480587 0.0254991240799427 -1.583785035549901e-07 3.112385606641097e-09 -9425.4443359375 -9311.8798828125 -26594.34995880339 0.1860036253929138 2179.052978515625 2179.052978515625 1.400635341042289e-07 3427.71240234375 2653.33837890625 8.435464910703971 -1552.777587890625 -7420.8623046875
3900 0.02261118590831757 -26612.48828125 5.104529857635498 4.968701362609863 1.32233355938854e-07 4.31215763092041 4.31215763092041 569.1066284179688 0.04476640373468399 0.0279165618121624 4.342219839525985e-07 3.121477313264082e-09 -9264.0732421875 -9335.0283203125 -26501.73362579207 0.1860941797494888 1309.5625 1309.5625 1.403828093771153e-07 3184.7919921875 1701.6494140625 8.409868866665397 -1698.4892578125 -7037.56884765625
3910 0.02346622757613659 -26421.390625 5.296287536621094 5.005897521972656 1.32579470685713e-07 4.015706062316895 4.015706062316895 569.2093505859375 0.03551657497882843 0.02616910450160503 2.383989254409191e-07 3.1305818701749e-09 -9124.2734375 -9158.923828125 -26311.32542165804 0.1861849278211594 2223.85595703125 2223.85595703125 1.407326379876395e-07 2682.133544921875 2188.4169921875 8.565452869178889 -1770.581298828125 -6664.5322265625
3920 0.0197971872985363 -26304.794921875 5.377627372741699 4.837607383728027 1.329265033461317e-07 3.937295436859131 3.937295436859131 569.3160400390625 0.03438443318009377 0.02606177143752575 -9.90195915193115e-08 3.13969402036351e-09 -9133.9208984375 -8859.0888671875 -26195.7749363509 0.1862822920084 2485.26904296875 2485.26904296875 1.411059145084437e-07 2974.53857421875 3018.25048828125 8.66689650358934 -1697.00390625 -6511.9130859375
3930 0.02065622434020042 -26375.330078125 5.228947639465332 4.918500900268555 1.332705057876591e-07 4.080371379852295 4.080371379852295 569.5137329101562 0.03520233556628227 0.02965796366333961 1.799756340278846e-07 3.148809020947037e-09 -9442.3388671875 -8920.4462890625 -26264.10377378594 0.1863821893930435 2773.827392578125 2773.827392578125 1.41497196182172e-07 2020.734252929688 2493.76708984375 8.755365485117897 -1768.026977539062 -6426.08447265625
3940 0.0287090465426445 -26274.69140625 4.87531852722168 5.031936645507812 1.336157048584594e-07 4.405020713806152 4.405020713806152 569.8155517578125 0.03462962806224823 0.03184850886464119 3.220785147195482e-07 3.157930696113599e-09 -9268.5625 -8929.103515625 -26163.58104922403 0.1864817440509796 3786.837890625 3786.837890625 1.419097941379732e-07 1252.430053710938 2027.205322265625 8.621922019178013 -1690.27880859375 -6357.98681640625
3950 0.03016491420567036 -26176.447265625 4.801337242126465 5.037678241729736 1.339618345123177e-07 4.545116424560547 4.545116424560547 570.1617431640625 0.04493243619799614 0.03557245433330536 3.163846318127161e-07 3.167059280906215e-09 -8944.080078125 -8774.5302734375 -26063.113843078 0.1865776628255844 4110.51220703125 4110.51220703125 1.423414346390928e-07 2211.935302734375 2168.0849609375 8.512965585828429 -1720.6083984375 -6555.26611328125
3960 0.02741577476263046 -26142.509765625 5.206875324249268 5.114521503448486 1.343090905667709e-07 4.861621379852295 4.861621379852295 570.5460205078125 0.03528802096843719 0.02982200309634209 1.268715270411058e-07 3.176194460143041e-09 -9080.7861328125 -8857.765625 -26033.20273592479 0.1866700351238251 2713.1923828125 2713.1923828125 1.427884512850142e-07 1972.979614257812 2039.253662109375 8.539347329768951 -1771.760375976562 -6811.357421875
3970 0.02543183602392673 -26078.5546875 5.237914085388184 5.239472389221191 1.346569271252147e-07 5.11087703704834 5.11087703704834 570.95654296875 0.06878581643104553 0.02920433692634106 -1.280788259755417e-07 3.185335292212538e-09 -9186.1298828125 -9164.1630859375 -25969.97891335018 0.1867663115262985 1512.8056640625 1512.8056640625 1.432447049865004e-07 1683.390625 2273.381591796875 8.857898335617516 -1908.697631835938 -6797.31494140625
3980 0.0248413048684597 -26120.998046875 4.930635452270508 5.442332744598389 1.350044709420321e-07 4.872291088104248 4.872291088104248 571.3977661132812 0.05258537083864212 0.02994479238986969 -2.745847961782566e-07 3.194479753487133e-09 -9630.630859375 -9829.6611328125 -26010.82223143789 0.1868713647127151 2251.88330078125 2251.88330078125 1.437059466979917e-07 1570.760131835938 2391.907958984375 9.072303063333605 -1988.453979492188 -6457.32861328125
3990 0.02702716365456581 -26155.921875 4.632029056549072 5.401668071746826 1.353489053493491e-07 4.835809230804443 4.835809230804443 571.8200073242188 0.02475708164274693 0.0317302942276001 2.481659617317722e-07 3.203624016156542e-09 -10625.337890625 -10654.94921875 -26047.25176891562 0.1869791597127914 2093.80322265625 2093.80322265625 1.441638914911891e-07 1799.2666015625 1570.115234375 9.247277626184005 -2015.70556640625 -6482.875
4000 0.02658411860466003 -26057.185546875 4.756702423095703 5.045939445495605 1.356978974391729e-07 4.808169841766357 4.808169841766357 572.2496948242188 0.02504941448569298 0.02713693678379059 -6.153946402465138e-08 3.212777802780096e-09 -10114.140625 -10428.4990234375 -25945.03118702905 0.1870825439691544 2565.89013671875 2565.89013671875 1.446075259536883e-07 3020.33154296875 3523.7314453125 9.113154674402557 -1744.895629882812 -6458.306640625
4010 0.02183284237980843 -26120.40234375 6.06541919708252 4.736884593963623 1.360445691536598e-07 4.510191917419434 4.510191917419434 572.6564331054688 0.03905145823955536 0.0218413881957531 1.161309456654269e-07 3.221931680957875e-09 -9751.5830078125 -9769.333984375 -26013.21087178639 0.1871726661920547 2467.8720703125 2467.8720703125 1.450230797672702e-07 1969.092041015625 9161.60546875 8.804858988018339 -1456.956420898438 -6278.0185546875
4020 0.02351837977766991 -26077.62109375 6.762421131134033 4.721671581268311 1.363936422509029e-07 4.433566570281982 4.433566570281982 572.98779296875 0.03275545686483383 0.02125770226120949 -1.173260754661065e-07 3.231091464193746e-09 -10583.9501953125 -8977.82421875 -25968.0281880493 0.187245786190033 1543.078369140625 1543.078369140625 1.453936420148239e-07 2463.621337890625 6519.42041015625 8.61699346546102 -1177.4462890625 -6352.56787109375
4030 0.03187791630625725 -26233.28125 5.585548400878906 4.614781379699707 1.367402667512072e-07 4.699901103973389 4.699901103973389 573.2281494140625 0.03110841102898121 0.02689773589372635 1.556194778734588e-07 3.240250557569867e-09 -9792.1845703125 -9364.7431640625 -26124.77146015873 0.1873058378696442 1265.107421875 1265.107421875 1.457038791841114e-07 2582.61962890625 13375.1376953125 8.509176504851377 -1076.831298828125 -6703.83349609375
4040 0.0313684344291687 -26070.01953125 5.132206439971924 4.540975570678711 1.3708846517882e-07 4.527629375457764 4.527629375457764 573.3028564453125 0.03535368666052818 0.02971937507390976 2.101646707566851e-07 3.249412816886951e-09 -9800.0556640625 -9405.095703125 -25959.70434245878 0.1873579174280167 1490.483764648438 1490.483764648438 1.459395093661442e-07 2675.233154296875 6538.82373046875 8.397112037765229 -1035.098022460938 -6748.6669921875
4050 0.02886625751852989 -25856.60546875 5.464582443237305 4.760890960693359 1.374358869297847e-07 4.495058536529541 4.495058536529541 573.233642578125 0.02801195159554482 0.03233273699879646 4.662964105880962e-07 3.258575272052894e-09 -9372.595703125 -9181.494140625 -25746.91238999434 0.1874017119407654 1468.04638671875 1468.04638671875 1.460898459981763e-07 3841.4541015625 3485.83740234375 8.309577203836508 -1044.393310546875 -6441.130859375
4060 0.02705623768270016 -25405.318359375 4.778698444366455 5.07715892791748 1.377860338748329e-07 4.136785984039307 4.136785984039307 572.9688110351562 0.02758190222084522 0.03893904387950897 2.640385553531743e-07 3.267741361779876e-09 -8696.4580078125 -8646.94140625 -25290.66313432979 0.1874222159385681 2512.803466796875 2512.803466796875 1.461479257613973e-07 2858.374755859375 3303.9365234375 8.220838857613202 -1006.891174316406 -5871.4140625
4070 0.02747827954590321 -24843.96875 4.836406230926514 5.97608757019043 1.38132422177009e-07 3.817399501800537 3.817399501800537 572.5115966796875 0.03082537651062012 0.03930915892124176 7.881752377633666e-07 3.276903673748829e-09 -8001.6689453125 -7362.85986328125 -24733.93143565642 0.1874162703752518 1323.770263671875 1323.770263671875 1.461082490550325e-07 6248.0849609375 2134.76123046875 8.2170637279117 -1175.250732421875 -5462.71630859375
4080 0.02311523072421551 -24368.5625 4.705877780914307 6.070542335510254 1.384838048052251e-07 3.949917316436768 3.949917316436768 571.901611328125 0.04141496121883392 0.03187695518136024 3.970935385858021e-07 3.286072576981578e-09 -7868.17138671875 -7123.36767578125 -24256.96972873943 0.1873866766691208 1492.196411132812 1492.196411132812 1.459722369645533e-07 7866.330078125 2395.9658203125 8.304990138479836 -1501.944458007812 -5246.232421875
4090 0.02002701535820961 -23878.3203125 4.553025245666504 5.126376152038574 1.388339797428327e-07 3.819017887115479 3.819017887115479 571.1318969726562 0.04317644983530045 0.03618237003684044 2.355522430788626e-07 3.295240136157381e-09 -7778.435546875 -6687.99169921875 -23770.99192192901 0.1873290538787842 1818.295532226562 1818.295532226562 1.45745417512444e-07 4434.51416015625 2037.6640625 8.512443391449045 -1441.5517578125 -4960.8037109375
4100 0.02530859038233757 -23579.8515625 4.519426345825195 5.204202651977539 1.391821429440418e-07 3.826076507568359 3.826076507568359 570.2454833984375 0.04089178517460823 0.03651038557291031 5.282527861180664e-07 3.304403908069162e-09 -7385.7099609375 -6295.9970703125 -23470.90683967555 0.1872473955154419 1878.55322265625 1878.55322265625 1.454393299127332e-07 4250.00146484375 1820.533447265625 8.380023335350549 -1440.925170898438 -4847.3388671875
4110 0.03129320964217186 -23762.423828125 4.372134685516357 4.838829040527344 1.395383843988893e-07 4.08725118637085 4.08725118637085 569.3416748046875 0.03443058952689171 0.03268492221832275 -7.479659060866117e-07 3.313578601245872e-09 -7195.400390625 -6238.92431640625 -23649.69635727811 0.1871522665023804 1746.992797851562 1746.992797851562 1.45072888813047e-07 4808.21044921875 2179.43212890625 8.272529508111996 -1508.7109375 -5302.2626953125
4120 0.03092283569276333 -24146.11328125 4.796653270721436 4.461785316467285 1.398871288405916e-07 4.340766906738281 4.340766906738281 568.5244750976562 0.03211979195475578 0.03239196538925171 -5.346164147143617e-07 3.322740661311279e-09 -7150.578125 -6876.5546875 -24032.54514993999 0.1870477795600891 1401.183837890625 1401.183837890625 1.446728106202499e-07 3953.33984375 2586.21435546875 8.267492366456807 -1610.850341796875 -5890.7197265625
4130 0.03077713027596474 -24330.1484375 4.434889793395996 4.452343940734863 1.402332696082025e-07 4.737998008728027 4.737998008728027 567.7481689453125 0.0349012166261673 0.03186267614364624 2.627957023937366e-07 3.33189679882393e-09 -7720.13427734375 -7157.71435546875 -24218.34291139582 0.1869380474090576 1526.563110351562 1526.563110351562 1.442642485471879e-07 4268.54541015625 3347.408935546875 8.298060523825297 -1620.63671875 -5774.107421875
4140 0.02998577803373337 -24372.828125 5.040432929992676 4.428970813751221 1.405865232839739e-07 4.923120975494385 4.923120975494385 567.0556640625 0.02912606671452522 0.02741287089884281 -2.763756891885349e-07 3.341060770551949e-09 -8037.642578125 -7216.349609375 -24264.04954492355 0.186831459403038 1091.53955078125 1091.53955078125 1.438692152078147e-07 2111.578125 1952.798950195312 8.335859950133322 -1620.517700195312 -5428.77001953125
4150 0.02805308066308498 -24540.49609375 4.787952899932861 5.333861827850342 1.40938150336119e-07 4.78267765045166 4.78267765045166 566.4398193359375 0.02886238321661949 0.03346627950668335 -4.814959893781334e-07 3.350219997227823e-09 -8302.263671875 -7071.41015625 -24432.00730878314 0.186735212802887 1902.347045898438 1902.347045898438 1.435076768530053e-07 5349.2998046875 2070.654296875 8.424068371943871 -1652.976684570312 -5275.0390625
4160 0.02557880617678165 -24883.37109375 4.561497211456299 5.920764923095703 1.412895216842574e-07 4.685028553009033 4.685028553009033 565.9388427734375 0.02735881693661213 0.04211897403001785 -6.100672149469966e-07 3.359375618479539e-09 -8246.544921875 -7769.9677734375 -24771.52641168051 0.1866554617881775 1893.705810546875 1893.705810546875 1.431913574378996e-07 4250.1650390625 2828.915283203125 8.482532353513424 -1674.312255859375 -5710.740234375
4170 0.02317274361848831 -24982.703125 4.69762659072876 5.831707954406738 1.416399720186658e-07 4.748432636260986 4.748432636260986 565.5562744140625 0.02726907841861248 0.035394586622715 -4.797544163673284e-07 3.36852621244847e-09 -8336.818359375 -8117.435546875 -24873.33600226177 0.186590313911438 1462.30029296875 1462.30029296875 1.42921336987456e-07 3814.03271484375 1924.2685546875 8.552047316692901 -1592.873657226562 -5449.7294921875
4180 0.02518747746944427 -25156.46484375 4.751556396484375 6.298586845397949 1.419897176618972e-07 4.497618675231934 4.497618675231934 565.32177734375 0.02787420898675919 0.03258494660258293 -2.103510819764787e-07 3.37767230180196e-09 -8277.1806640625 -8593.2236328125 -25048.47953090601 0.1865392625331879 1983.6748046875 1983.6748046875 1.426926985459431e-07 2085.024658203125 3262.097900390625 8.589034106319984 -1586.3671875 -5516.56640625
4190 0.022667046636343 -25304.4609375 4.529857635498047 6.372994422912598 1.42340060582739e-07 4.43449878692627 4.43449878692627 565.1494750976562 0.03798390924930573 0.03494284301996231 2.014192979071794e-11 3.386814621513378e-09 -8277.0771484375 -8757.7841796875 -25189.48635284873 0.1864974647760391 1379.571411132812 1379.571411132812 1.424980951014732e-07 2885.30615234375 1617.876953125 8.485784550367159 -1629.135375976562 -5639.83935546875
4200 0.02241859585046768 -25193.994140625 4.32481050491333 5.870950698852539 1.426914920002044e-07 4.164203643798828 4.164203643798828 565.0223388671875 0.03611253201961517 0.03540496528148651 8.04840286292019e-08 3.395953290676951e-09 -8261.416015625 -8087.3818359375 -25084.42912869589 0.1864691972732544 1927.909790039062 1927.909790039062 1.423232305342026e-07 5658.14013671875 2522.67919921875 8.432454441785936 -1623.877563476562 -5599.4248046875
4210 0.02205675840377808 -25289.302734375 4.355037689208984 5.085593700408936 1.430461411029668e-07 4.158424377441406 4.158424377441406 564.947998046875 0.03482543677091599 0.03696011006832123 -4.841225086996137e-07 3.405093279270776e-09 -8178.30224609375 -8104.1669921875 -25178.19580242589 0.1864581257104874 2024.18359375 2024.18359375 1.421546329538614e-07 3924.79931640625 1633.923095703125 8.518421611926991 -1665.3701171875 -5695.578125
4220 0.02084914594888687 -25223.72265625 4.740838050842285 5.212765216827393 1.433937789298776e-07 3.961018085479736 3.961018085479736 564.8886108398438 0.04130414873361588 0.03461034595966339 3.655016075701512e-07 3.414216484760715e-09 -7754.04833984375 -8214.9755859375 -25109.90995870787 0.1864601075649261 1305.695068359375 1305.695068359375 1.419786457290684e-07 2671.33056640625 3325.2646484375 8.677527667695935 -1647.6748046875 -5516.1572265625
4230 0.03072850033640862 -25447.34765625 5.345388889312744 5.468221664428711 1.437526372360391e-07 4.198495864868164 4.198495864868164 564.951904296875 0.05334019660949707 0.03309300914406776 -9.322528514640882e-07 3.423351012084955e-09 -8136.890625 -8670.3115234375 -25335.05410954125 0.1864750385284424 4413.15283203125 4413.15283203125 1.417844686102399e-07 1878.21142578125 2669.541015625 8.490742384765106 -1648.052978515625 -5862.9443359375
