"Time Step" "point-gw-out"
370 3.492422323558841e-11
380 3.957773345164561e-11
390 4.490903482423647e-11
400 5.100729214002619e-11
410 5.796840438221373e-11
420 6.589251366762028e-11
430 7.487550857110392e-11
440 8.50134337926356e-11
450 9.640823556145151e-11
460 1.091664189600827e-10
470 1.234529978244581e-10
480 1.394528381659654e-10
490 1.573065427917797e-10
500 1.771711249931585e-10
510 1.991940778989232e-10
520 2.235531620931042e-10
530 2.502755780398047e-10
540 2.79498368893627e-10
550 3.114510038759732e-10
560 3.462532760512005e-10
570 3.839599194144228e-10
580 4.245507001510163e-10
590 4.677762621696502e-10
600 5.135454839155784e-10
610 5.618833731624306e-10
620 6.127534590838479e-10
630 6.659718332358011e-10
640 7.214270292266178e-10
650 7.789465183982713e-10
660 8.384025140806273e-10
670 8.99585073099729e-10
680 9.62198321019514e-10
690 1.025918350272548e-09
700 1.09052467056614e-09
710 1.15566833880365e-09
720 1.220920031741457e-09
730 1.285892170521663e-09
740 1.350048850490282e-09
750 1.412759798036234e-09
760 1.473166477694576e-09
770 1.530278459505041e-09
780 1.582946773659444e-09
790 1.62983038176634e-09
800 1.669671734205735e-09
810 1.70128233722977e-09
820 1.723048592694454e-09
830 1.733621135535657e-09
840 1.731907728341753e-09
850 1.716938591300732e-09
860 1.688245876430017e-09
870 1.645932390381688e-09
880 1.590754306057818e-09
890 1.524025683430352e-09
900 1.447525543873951e-09
910 1.362864043841228e-09
920 1.272050687006754e-09
930 1.177241970573562e-09
940 1.080706857337077e-09
950 9.845106951900107e-10
960 8.904867954129259e-10
970 7.995927808757131e-10
980 7.131089052592188e-10
990 6.320964862638334e-10
1000 5.576874517743136e-10
1010 4.899259331558881e-10
1020 4.284975430035587e-10
1030 3.731355502356593e-10
1040 3.236039769483057e-10
1050 2.79613110443222e-10
1060 2.408133692455294e-10
1070 2.069157900574936e-10
1080 1.774777547147721e-10
1090 1.520235187735253e-10
1100 1.300955870808806e-10
1110 1.113298550570185e-10
1120 9.561926944678945e-11
1130 8.252457744939434e-11
1140 7.153220377142944e-11
1150 6.227287435711659e-11
1160 5.443412040562201e-11
1170 4.777018017265711e-11
1180 4.208071044398132e-11
1190 3.720275129626138e-11
1200 3.305487480953495e-11
1210 2.949326893819659e-11
1220 2.639393911763044e-11
1230 2.365886826727337e-11
1240 2.123802175790779e-11
1250 1.910084417022784e-11
1260 1.722245263069411e-11
1270 1.55698249432179e-11
1280 1.411138653845123e-11
1290 1.282549240422259e-11
1300 1.16867600666315e-11
1310 1.067239092239491e-11
1320 9.766925115894942e-12
1330 8.958862297847592e-12
1340 8.247840778408122e-12
1350 7.630296568195138e-12
1360 7.090399014447746e-12
1370 6.615070904242293e-12
1380 6.19721461647682e-12
1390 5.829686559877256e-12
1400 5.503693421143874e-12
1410 5.212387379355254e-12
1420 4.95324527921559e-12
1430 4.711078749330966e-12
1440 4.491074612894552e-12
1450 4.299809206603777e-12
1460 4.134054643750718e-12
1470 3.989909531237901e-12
1480 3.864089603844434e-12
1490 3.753979332249413e-12
1500 3.656289247061517e-12
1510 3.567491788092347e-12
1520 3.485174171827254e-12
1530 3.407889855727708e-12
1540 3.334386803124922e-12
1550 3.263456128596576e-12
1560 3.195561003310754e-12
1570 3.131207532841573e-12
1580 3.070665249849114e-12
1590 3.014089412084475e-12
1600 2.960652556449617e-12
1610 2.911031875621473e-12
1620 2.867420710594981e-12
1630 2.830602289019546e-12
1640 2.801336636618079e-12
1650 2.780375756017417e-12
1660 2.768658783139366e-12
1670 2.76682236149961e-12
1680 2.775149467865168e-12
1690 2.794156832991446e-12
1700 2.824575425983133e-12
1710 2.866581754953912e-12
1720 2.920300503153617e-12
1730 2.985370414418376e-12
1740 3.060228936577203e-12
1750 3.143509974892766e-12
1760 3.235500409259906e-12
1770 3.337633988631517e-12
1780 3.45057185949238e-12
1790 3.57521976433739e-12
1800 3.711464729300173e-12
1810 3.858648643662033e-12
1820 4.015907398291496e-12
1830 4.182379702982741e-12
1840 4.357140950123073e-12
1850 4.537606401733285e-12
1860 4.721470610313805e-12
1870 4.906454582898068e-12
1880 5.089663066004668e-12
1890 5.26961980995555e-12
1900 5.442586919340853e-12
1910 5.604434884926013e-12
1920 5.755073934771149e-12
1930 5.895304643760424e-12
1940 6.029191468998052e-12
1950 6.159478309342159e-12
1960 6.292456573159244e-12
1970 6.434354785089802e-12
1980 6.586732895219605e-12
1990 6.754519252943902e-12
2000 6.944583363227563e-12
2010 7.164018076682988e-12
2020 7.423755186974912e-12
2030 7.738398463685847e-12
2040 8.125913136813878e-12
2050 8.604672530054813e-12
2060 9.197387643156141e-12
2070 9.931294502052435e-12
2080 1.083380260502587e-11
2090 1.192918767239926e-11
2100 1.323430948163562e-11
2110 1.4770341200121e-11
2120 1.655196119054736e-11
2130 1.858752388117502e-11
2140 2.087899991787268e-11
2150 2.341532523431056e-11
2160 2.617226053935884e-11
2170 2.911336102751072e-11
2180 3.218970229257323e-11
2190 3.535072581883902e-11
2200 3.854114943857567e-11
2210 4.170006701054163e-11
2220 4.476508400075296e-11
2230 4.767493691493208e-11
2240 5.037360112369882e-11
2250 5.28208622674331e-11
2260 5.498155056238296e-11
2270 5.684051146426228e-11
2280 5.83939424592117e-11
2290 5.964610749753518e-11
2300 6.061185581218709e-11
2310 6.132126750824085e-11
2320 6.181900824575592e-11
2330 6.215343517634864e-11
2340 6.238119742985049e-11
2350 6.256724305320205e-11
2360 6.277832420575891e-11
2370 6.308006894606422e-11
2380 6.3547285489296e-11
2390 6.425492776740427e-11
2400 6.528612372935783e-11
2410 6.672722097089689e-11
2420 6.866517077153134e-11
2430 7.119634048979862e-11
2440 7.441262189766817e-11
2450 7.839812826704318e-11
2460 8.324297501305367e-11
2470 8.903114356861863e-11
2480 9.582747789727009e-11
2490 1.036845262425423e-10
2500 1.126330070877479e-10
2510 1.226961032774199e-10
2520 1.338973515396802e-10
2530 1.462754917191944e-10
2540 1.598644827627282e-10
2550 1.747413463926151e-10
2560 1.910462621435016e-10
2570 2.089833722740408e-10
2580 2.288424311158721e-10
2590 2.510505969777199e-10
2600 2.761204043189025e-10
2610 3.046927155025969e-10
2620 3.375187074272645e-10
2630 3.755570299190936e-10
2640 4.199793568471222e-10
2650 4.722062740825095e-10
2660 5.338860464831896e-10
2670 6.069468261316047e-10
2680 6.935484408998605e-10
2690 7.961163950298555e-10
2700 9.173395931760808e-10
2710 1.060275978126413e-09
2720 1.228563917266001e-09
2730 1.427168383472122e-09
2740 1.663132631612996e-09
2750 1.946073302505624e-09
2760 2.289292533319554e-09
2770 2.708569812881478e-09
2780 3.217362376517485e-09
2790 3.827281602752919e-09
2800 4.547868748261408e-09
2810 5.381574297302905e-09
2820 6.327504742387191e-09
2830 7.384449052239006e-09
2840 8.558629360777559e-09
2850 9.865427585964426e-09
2860 1.129713211867056e-08
2870 1.283602735213663e-08
2880 1.450441722283813e-08
2890 1.635715740633259e-08
2920 2.272234134181872e-08
2940 2.710496183055966e-08
2950 2.92713160376934e-08
2980 3.528823810938775e-08
2990 3.720747443480832e-08
3010 4.087229044102969e-08
3030 4.356050098408559e-08
