"Time Step" "point-ho-out"
250 2.664624298986951e-09
260 2.793209663565221e-09
270 2.924168462925536e-09
280 3.057673225725921e-09
290 3.193833864045814e-09
300 3.332655040821919e-09
310 3.47415496371184e-09
320 3.618443100705804e-09
330 3.765821876555719e-09
340 3.916581725604829e-09
350 4.070927150934267e-09
360 4.22884394168932e-09
370 4.39023439824382e-09
380 4.555012811380266e-09
390 4.723195168310212e-09
400 4.894887606354814e-09
410 5.070139419416364e-09
420 5.248995904594267e-09
430 5.43137756991996e-09
440 5.61714186275708e-09
450 5.806207070691016e-09
460 5.998570085097299e-09
470 6.194341484189181e-09
480 6.393712226326898e-09
490 6.596902135669325e-09
500 6.804041774444158e-09
510 7.015370950824718e-09
520 7.231284016029349e-09
530 7.452282346775974e-09
540 7.679007651972825e-09
550 7.912065669302137e-09
560 8.151857855409617e-09
570 8.398576056833917e-09
580 8.652138561160427e-09
590 8.912076410183545e-09
600 9.177957949191295e-09
610 9.449740545619534e-09
620 9.727617822363754e-09
630 1.001205696127272e-08
640 1.030358820486299e-08
650 1.060311660694424e-08
660 1.091167511901858e-08
670 1.122981263534939e-08
680 1.155766859994856e-08
690 1.189552456537513e-08
700 1.22438450489426e-08
710 1.260306969896874e-08
720 1.297361240659711e-08
730 1.335593502460597e-08
740 1.375034930362062e-08
750 1.415756223366316e-08
760 1.457812182081852e-08
770 1.501246060797712e-08
780 1.546131578322729e-08
790 1.59255737486319e-08
800 1.640609426090123e-08
810 1.690387207986532e-08
820 1.74200796010382e-08
830 1.795566184625841e-08
840 1.851136666175535e-08
850 1.908789570848057e-08
860 1.968568952293026e-08
870 2.030519219431426e-08
880 2.094668438701319e-08
890 2.161070966621992e-08
900 2.229837647860222e-08
910 2.301076484911846e-08
920 2.374908447677626e-08
930 2.451453617879906e-08
940 2.530826037627776e-08
950 2.6131278474395e-08
960 2.698447154614314e-08
970 2.78681699938943e-08
980 2.878253013705034e-08
990 2.972760171360278e-08
1000 3.070329057663912e-08
1010 3.170950080289003e-08
1020 3.274601212410744e-08
1030 3.381245150535506e-08
1040 3.490805866590563e-08
1050 3.603140541486027e-08
1060 3.718013630304995e-08
1070 3.835095796489441e-08
1080 3.953973148895784e-08
1090 4.074173531876113e-08
1100 4.195197789158556e-08
1110 4.316479262911344e-08
1120 4.437480072283506e-08
1130 4.557788813031038e-08
1140 4.677196940860995e-08
1150 4.795532504431321e-08
1160 4.91266618496411e-08
1170 5.028589100675163e-08
1180 5.143439452126586e-08
1190 5.257463797647688e-08
1200 5.371005684651209e-08
1210 5.484576348635528e-08
1220 5.598704078124683e-08
1230 5.713944162266671e-08
1240 5.830867166878306e-08
1250 5.950125014919649e-08
1260 6.072317404459682e-08
1270 6.197988255962628e-08
1280 6.327633883529415e-08
1290 6.461718982109232e-08
1300 6.600627955322125e-08
1310 6.744684810655599e-08
1320 6.894131843182549e-08
1330 7.04914597804418e-08
1340 7.20981461199699e-08
1350 7.376134902870035e-08
1360 7.548000269252952e-08
1370 7.725256523372082e-08
1380 7.907711108146032e-08
1390 8.09517501920709e-08
1400 8.287459962730281e-08
1410 8.484468594360806e-08
1420 8.686149755021688e-08
1430 8.892511971225758e-08
1440 9.103689535550075e-08
1450 9.319933269580361e-08
1460 9.541620471509304e-08
1470 9.769225783884394e-08
1480 1.000352725100129e-07
1490 1.024535052351894e-07
1500 1.049567615041269e-07
1510 1.075591882226945e-07
1520 1.10284865684207e-07
1530 1.131691789169054e-07
1540 1.162457792247551e-07
1550 1.195330980863218e-07
1560 1.230397259632809e-07
1570 1.267456752884755e-07
1580 1.306219843399958e-07
1590 1.347102625004482e-07
1600 1.390927479860693e-07
1610 1.438087906535657e-07
1620 1.488522229919909e-07
1630 1.542079104410732e-07
1640 1.598975529759628e-07
1650 1.659555834976345e-07
1660 1.724488640775235e-07
1670 1.794596045101571e-07
1680 1.870461829867054e-07
1690 1.952585080289282e-07
1700 2.041505240413244e-07
1710 2.13765190437698e-07
1720 2.240647205553614e-07
1730 2.350158894159904e-07
1740 2.467050990162534e-07
1750 2.593888268620503e-07
1760 2.734494728429127e-07
1770 2.893041823881504e-07
1780 3.072887011512648e-07
1790 3.272812421073468e-07
1800 3.489036544124247e-07
1810 3.724640293967241e-07
1820 3.984181091709615e-07
1830 4.270860642918706e-07
1840 4.583884276598837e-07
1850 4.919261868963076e-07
1860 5.270442784421903e-07
1870 5.63859543945e-07
1880 6.032531700839172e-07
1890 6.451579679378483e-07
1900 6.896575541759375e-07
1910 7.363984195762896e-07
1920 7.840733928787813e-07
1930 8.308877568197204e-07
1940 8.756451279623434e-07
1950 9.205452897731448e-07
1960 9.718964975036215e-07
1970 1.040845290845027e-06
1980 1.129319912251958e-06
1990 1.216748046317662e-06
2000 1.299724772252375e-06
2010 1.387850147693825e-06
2020 1.479703541917843e-06
2030 1.590969077369664e-06
2040 1.737016418701387e-06
2050 1.933390649355715e-06
2060 2.196410605392884e-06
2070 2.543305754443281e-06
2080 2.994414671775303e-06
2090 3.579109488782706e-06
2100 4.344871740613598e-06
2110 5.360020168154733e-06
2120 6.695015599689214e-06
2130 8.389106369577348e-06
2140 1.042461735778488e-05
2150 1.277342653338565e-05
2160 1.549460648675449e-05
2170 1.878031798696611e-05
2180 2.299705738550983e-05
2190 2.855272032320499e-05
2200 3.538951568771154e-05
2210 4.28088715125341e-05
2220 5.010588211007416e-05
2230 5.711065023206174e-05
2240 6.406210013665259e-05
2250 7.123404793674126e-05
2260 7.86533419159241e-05
2270 8.622145833214745e-05
2280 9.360082185594365e-05
2290 0.0001005896920105442
2300 0.0001071605147444643
2310 0.0001134152698796242
2320 0.0001195231743622571
2330 0.0001255969691555947
2340 0.0001315629051532596
2350 0.0001370811951346695
2360 0.0001415353617630899
2370 0.0001442773937014863
2380 0.0001447846734663472
2390 0.0001429560070391744
2400 0.0001393170678056777
2410 0.000134886839077808
2420 0.0001310089428443462
2430 0.0001291194930672646
2440 0.000130479340441525
2450 0.0001359640446025878
2460 0.0001459399063605815
2470 0.0001600994728505611
2480 0.0001780491438694298
2490 0.0002021092514041811
2500 0.0002367671404499561
2510 0.0002857043000403792
2520 0.0003470401570666581
2530 0.0004144184640608728
2540 0.0004821370530407876
2550 0.0005481159896589816
2560 0.0006134147406555712
2570 0.0006805009325034916
2580 0.0007547290297225118
2590 0.0008373545133508742
2600 0.0009326614672318101
2610 0.001036089262925088
2620 0.001146095106378198
2630 0.001263058045879006
2640 0.001386077026836574
2650 0.001513212569989264
2660 0.001642248826101422
2670 0.001770690665580332
2680 0.001896735047921538
2690 0.002021229825913906
2700 0.002149225678294897
2710 0.002289349213242531
2720 0.00245210831053555
2730 0.002646575914695859
2740 0.002880038227885962
2750 0.003157504368573427
2760 0.003478602273389697
2770 0.003838187083601952
2780 0.004224525298923254
2790 0.004613913595676422
2800 0.004980326164513826
2810 0.005287544336169958
2820 0.005499362945556641
2830 0.005591589491814375
2840 0.005555725190788507
2850 0.005403965711593628
2860 0.005171859171241522
2870 0.004907449707388878
2880 0.004659142345190048
2890 0.004467215854674578
2900 0.004362372681498528
2920 0.004512773361057043
2930 0.004819617606699467
2940 0.005317844916135073
2950 0.006038187071681023
2960 0.006999499630182981
2970 0.008196352049708366
2980 0.009576802141964436
2990 0.01102189254015684
3000 0.01236051321029663
3060 0.01382394414395094
