"gw-eds-hemolysis"
"Time_Step" "eds-hemolysis"
1820 4.828398642568207e-09
1830 4.85110185384892e-09
1840 4.873901111609603e-09
1850 4.896759040914259e-09
1860 4.919676265883978e-09
1870 4.942713112256933e-09
1880 4.965871864559043e-09
1890 4.989119476645464e-09
1900 5.012502348640286e-09
1910 5.036011931530814e-09
1920 5.059737360432664e-09
1930 5.083604315937042e-09
1940 5.107704161028937e-09
1950 5.132027639617953e-09
1960 5.156608180142061e-09
1970 5.181455205134454e-09
1980 5.20651173577516e-09
1990 5.2318725102565e-09
2000 5.257469279611026e-09
2010 5.283305036806045e-09
2020 5.3094396481252e-09
2030 5.335808480060142e-09
2040 5.362433532488162e-09
2050 5.389381627322832e-09
2060 5.416593448146285e-09
2070 5.444157289038255e-09
2080 5.472112862715305e-09
2090 5.500397874682162e-09
2100 5.529127273014096e-09
2110 5.558267999472235e-09
2120 5.587812331536143e-09
2130 5.617805126214225e-09
2140 5.648242250621945e-09
2150 5.679045567554583e-09
2160 5.710256630936602e-09
2170 5.741821906956145e-09
2180 5.773731175243338e-09
2190 5.805932904026162e-09
2200 5.838391494630377e-09
2210 5.871081019128637e-09
2220 5.903950684899559e-09
2230 5.937078376003522e-09
2240 5.970379722688366e-09
2250 6.003980225668897e-09
2260 6.037831543623567e-09
2270 6.07206737316816e-09
2280 6.106679554774463e-09
2290 6.141764271908381e-09
2300 6.177303239981663e-09
2310 6.213441876265678e-09
2320 6.25022687129791e-09
2330 6.28773983580401e-09
2340 6.32604858907903e-09
2350 6.365259963381028e-09
2360 6.405497222862356e-09
2370 6.446773627211943e-09
2380 6.489145629786973e-09
2390 6.532731007716239e-09
2400 6.577577136677232e-09
