Time_Step point-gw-e point-gw-d point-pressure-a point-vel-b point-vel-c point-vel-e point-vel-d point-shear-a point-gw-b point-gw-c mass-flux eds-hemolysis point-pressure-b point-pressure-c p-in point-vel-a point-shear-d point-shear-e point-gw-a point-shear-c point-shear-b max-vel-rotor point-pressure-e point-pressure-d
1310 0.03784344345331192 0.03784344345331192 -26806.1015625 5.049427509307861 4.886649608612061 4.42126989364624 4.42126989364624 548.0609130859375 0.03643510118126869 0.04396902397274971 -6.575029406624688e-07 3.533101837109179e-09 -9027.0185546875 -9394.830078125 -26700.74326641133 0.1823129951953888 2898.839111328125 2898.839111328125 1.314450059908268e-07 1736.724853515625 3411.606689453125 8.287791889212231 -1797.379150390625 -7415.0234375
1320 0.03383522108197212 0.03383522108197212 -25902.32421875 4.134524345397949 4.881432056427002 4.626870155334473 4.626870155334473 548.1007690429688 0.02591849304735661 0.03103909641504288 3.94834775208075e-07 3.562935076145627e-09 -9647.869140625 -9712.87890625 -25792.2322313614 0.1820443719625473 1548.08056640625 1548.08056640625 1.309905997004535e-07 2227.234375 884.0341186523438 8.22832947640773 -1966.822875976562 -6268.142578125
1330 0.03841914236545563 0.03841914236545563 -26151.171875 5.32618236541748 5.134481430053711 3.944001913070679 3.944001913070679 548.2650756835938 0.03828344494104385 0.04266797378659248 -6.803843387859221e-07 3.592649419561707e-09 -10069.4697265625 -9079.0107421875 -26042.649540197 0.1816692352294922 3223.366943359375 3223.366943359375 1.305125607586888e-07 2805.55224609375 3536.265869140625 8.391976014969508 -1690.160522460938 -6463.50244140625
1340 0.02969170361757278 0.02969170361757278 -24917.482421875 4.91301441192627 4.277501106262207 4.13262414932251 4.13262414932251 548.0001831054688 0.03350727260112762 0.03773709014058113 1.191780844039814e-06 3.6221898485871e-09 -7870.29736328125 -7726.10693359375 -24806.69578764787 0.1811681389808655 1694.341552734375 1694.341552734375 1.298996465948221e-07 1327.10595703125 3580.787841796875 8.540371472528374 -1976.89111328125 -5373.6455078125
1350 0.0258046668022871 0.0258046668022871 -24236.078125 4.478354930877686 4.991003513336182 3.87276816368103 3.87276816368103 547.675537109375 0.03811247274279594 0.0323808379471302 -9.280631504404724e-07 3.651613294916118e-09 -6657.71240234375 -7215.9375 -24130.48867402706 0.1805717647075653 1403.078369140625 1403.078369140625 1.291674607273308e-07 4318.228515625 2573.345458984375 8.415577427477269 -2026.841552734375 -5075.15625
1360 0.04081418365240097 0.04081418365240097 -24818.607421875 5.294765472412109 5.035932064056396 4.125811576843262 4.125811576843262 547.3211059570312 0.03650824725627899 0.0366649404168129 -2.856532408945789e-07 3.680841954806178e-09 -7662.10107421875 -7528.83154296875 -24704.50758064364 0.1800035387277603 1295.58203125 1295.58203125 1.284684429947447e-07 1717.355712890625 2575.545166015625 8.865919345246054 -1552.130859375 -5306.9951171875
1370 0.03246032446622849 0.03246032446622849 -25622.294921875 4.515327930450439 4.745176792144775 4.473456859588623 4.473456859588623 547.2027587890625 0.03756812587380409 0.03704723343253136 -8.450539298807125e-07 3.709906092471821e-09 -8689.35546875 -8059.23828125 -25516.1643240068 0.1795306503772736 1194.094970703125 1194.094970703125 1.27990503528963e-07 3107.60693359375 2085.712158203125 8.918549026553912 -1953.323486328125 -5864.1474609375
1380 0.03856728971004486 0.03856728971004486 -25853.4140625 4.470486640930176 4.64897346496582 4.38890266418457 4.38890266418457 548.2685546875 0.02867834642529488 0.03425781056284904 -5.551046105695123e-07 3.738782369685519e-09 -8776.171875 -8406.0615234375 -25740.99202214762 0.1791807860136032 3960.37060546875 3960.37060546875 1.28001829580171e-07 2211.08935546875 683.5517578125 8.608002850875321 -1970.31591796875 -5820.451171875
1390 0.03519519418478012 0.03519519418478012 -25714.41015625 5.060349464416504 5.213236808776855 4.454419136047363 4.454419136047363 550.2454833984375 0.03030558116734028 0.03551621735095978 5.00225838973023e-07 3.767472805300746e-09 -8024.79345703125 -8800.1630859375 -25608.3047993199 0.1789933443069458 4550.3017578125 4550.3017578125 1.287544080241787e-07 1704.220825195312 1539.87060546875 8.762394214204845 -1852.763671875 -5865.8115234375
1400 0.03885534405708313 0.03885534405708313 -25533.83984375 5.307738304138184 4.951743125915527 4.323021411895752 4.323021411895752 552.6974487304688 0.03955131396651268 0.03976309671998024 -1.988108119244103e-07 3.795990553061726e-09 -7915.9306640625 -8580.859375 -25425.01572711514 0.1789294928312302 2053.2841796875 2053.2841796875 1.302358469956744e-07 2824.908203125 3888.450927734375 8.689904126828159 -1733.590942382812 -5172.654296875
1410 0.03444436192512512 0.03444436192512512 -25579.341796875 4.384578227996826 4.962244987487793 4.09969425201416 4.09969425201416 555.4593505859375 0.03534803166985512 0.03767834231257439 -6.403270024560315e-07 3.824314798982931e-09 -7966.6982421875 -8286.6435546875 -25463.66267685037 0.1789869070053101 2196.099365234375 2196.099365234375 1.322183322827186e-07 1677.783813476562 1185.128784179688 8.624929945576683 -1881.691528320312 -5429.1611328125
1420 0.03615698218345642 0.03615698218345642 -26694.8828125 5.121365547180176 5.119987487792969 3.87813138961792 3.87813138961792 558.2808837890625 0.04523157328367233 0.03944570571184158 -7.364522807626339e-07 3.852439949698044e-09 -8748.8701171875 -9394.728515625 -26582.94744857385 0.1791254281997681 1772.868896484375 1772.868896484375 1.343639439710387e-07 2001.926025390625 2518.80419921875 8.886069258667103 -1693.51123046875 -6747.7197265625
1430 0.03365739062428474 0.03365739062428474 -25666.244140625 4.994731426239014 4.6269850730896 4.224271774291992 4.224271774291992 560.8638305664062 0.03364899009466171 0.0375414565205574 9.766762181506738e-07 3.880356578142744e-09 -8049.28662109375 -8277.8671875 -25556.86051627163 0.1792657077312469 2842.87109375 2842.87109375 1.363734156711871e-07 2659.13720703125 1164.028686523438 8.687939995866417 -1738.531005859375 -5397.2216796875
1440 0.03966764360666275 0.03966764360666275 -25232.4765625 4.618099212646484 4.30992603302002 4.803827285766602 4.803827285766602 563.2360229492188 0.05509178712964058 0.03734453022480011 -1.292129451116453e-06 3.908104166043895e-09 -9285.884765625 -8762.361328125 -25118.15763213184 0.1793461292982101 3184.720458984375 3184.720458984375 1.380633136705001e-07 983.607666015625 3507.90576171875 8.667919517228276 -1450.635375976562 -5321.6611328125
1450 0.03898026049137115 0.03898026049137115 -25837.880859375 4.217304229736328 6.465377330780029 4.336360931396484 4.336360931396484 565.1143798828125 0.06364918500185013 0.04299939423799515 1.543928691283281e-07 3.93560468810618e-09 -9857.4560546875 -9676.2138671875 -25726.98171915036 0.1794366240501404 1265.466796875 1265.466796875 1.393498223478673e-07 2038.77783203125 3920.1259765625 9.044794897925948 -832.4510498046875 -6273.71484375
1460 0.0337759405374527 0.0337759405374527 -25850.6171875 4.0177321434021 5.867350578308105 4.489282131195068 4.489282131195068 566.4444580078125 0.05675803124904633 0.03750910609960556 1.859960922917514e-07 3.962905829872686e-09 -9257.7626953125 -9062.01953125 -25737.55581978558 0.1795436292886734 1758.465454101562 1758.465454101562 1.402303269060212e-07 3464.4990234375 2755.81396484375 9.11424249559593 -1106.246337890625 -6340.97509765625
1470 0.04439128562808037 0.04439128562808037 -24558.373046875 4.219687461853027 5.84847354888916 3.903598308563232 3.903598308563232 567.1721801757812 0.06705449521541595 0.04771191999316216 9.642656709565878e-07 3.989973748728313e-09 -7667.66259765625 -7966.1005859375 -24426.89097196811 0.1797137558460236 1003.841674804688 1003.841674804688 1.407679093290426e-07 2227.11767578125 2775.6513671875 8.883633782593172 -1264.738525390625 -5829.5009765625
1480 0.04019190743565559 0.04019190743565559 -25318.27734375 5.431660175323486 5.325183391571045 3.647302627563477 3.647302627563477 567.6221923828125 0.04147545993328094 0.03069894015789032 -2.858012841111535e-07 4.016839395805953e-09 -8083.18115234375 -8269.796875 -25201.7378445697 0.1799894720315933 1705.715576171875 1705.715576171875 1.411242323001716e-07 1477.235229492188 5868.2578125 8.6498738814734 -1891.176147460938 -5614.2275390625
1490 0.03534229099750519 0.03534229099750519 -25395.66796875 4.039912700653076 4.763761043548584 3.752554178237915 3.752554178237915 567.9716186523438 0.05530921369791031 0.03405489027500153 2.207981447954754e-07 4.043471301709758e-09 -8479.2607421875 -8081.49365234375 -25286.68344922345 0.180365115404129 1592.070556640625 1592.070556640625 1.414477708294726e-07 2004.63818359375 2006.02392578125 8.655001234084743 -1921.66552734375 -5097.20556640625
1500 0.03916681557893753 0.03916681557893753 -26183.1328125 5.118205547332764 4.928314208984375 4.87766695022583 4.87766695022583 568.3035888671875 0.03617221117019653 0.0329136960208416 -4.949972992607243e-07 4.069891213398973e-09 -9257.5517578125 -9045.669921875 -26070.38534591413 0.1807997822761536 3524.27490234375 3524.27490234375 1.418005410869227e-07 1797.266479492188 1805.714599609375 8.586301165402972 -1534.462158203125 -6769.2880859375
1510 0.03533701598644257 0.03533701598644257 -26663.55859375 5.194526672363281 5.610987186431885 4.077017307281494 4.077017307281494 568.478759765625 0.03855804726481438 0.05072081461548805 -1.090555400803939e-06 4.096086905661636e-09 -9101.2314453125 -9498.8818359375 -26553.83877932913 0.1812813878059387 2673.7978515625 2673.7978515625 1.420453088485374e-07 2712.149658203125 2181.9208984375 8.458855616054045 -1487.890380859375 -6891.9775390625
1520 0.0368475466966629 0.0368475466966629 -25625.525390625 5.611438751220703 5.434380531311035 3.808880567550659 3.808880567550659 568.60498046875 0.04677156358957291 0.05171441659331322 1.126819001093238e-07 4.122046550822814e-09 -8332.85546875 -8711.9375 -25510.84182888452 0.181787371635437 1180.919067382812 1180.919067382812 1.420333433088672e-07 2044.528076171875 3670.0126953125 8.647442400841536 -1330.177734375 -6009.07421875
1530 0.03228630125522614 0.03228630125522614 -26894.91015625 4.429653644561768 5.117799758911133 4.173248291015625 4.173248291015625 568.4144287109375 0.0439201220870018 0.04543439671397209 -1.035206276561729e-06 4.147792065328133e-09 -9180.19140625 -9332.001953125 -26784.52801519122 0.1822630912065506 2236.64404296875 2236.64404296875 1.417114390278584e-07 1358.816528320312 4618.74169921875 8.884835970257074 -1834.416015625 -6763.94970703125
1540 0.03757510706782341 0.03757510706782341 -26704.8984375 4.779413223266602 5.235387802124023 4.208759307861328 4.208759307861328 567.4718017578125 0.04250142723321915 0.04449999332427979 1.053840557763142e-06 4.173288439142601e-09 -9019.6669921875 -9297.1650390625 -26594.98149774809 0.1826644539833069 4043.74072265625 4043.74072265625 1.410920162925322e-07 1199.335815429688 3064.970703125 8.703686334554506 -1032.574340820312 -6978.32861328125
1550 0.04878509789705276 0.04878509789705276 -26352.357421875 5.042503833770752 4.72927713394165 4.985942840576172 4.985942840576172 566.320556640625 0.0424470491707325 0.03319330513477325 2.667017806462502e-07 4.198593568154191e-09 -9166.5283203125 -9251.6259765625 -26238.68410405927 0.1829449832439423 803.741943359375 803.741943359375 1.403199405558553e-07 1062.12158203125 1596.481323242188 8.77617036005576 -1032.378540039062 -6359.48291015625
1560 0.04980312287807465 0.04980312287807465 -26680.798828125 4.06005334854126 4.631629943847656 4.712170600891113 4.712170600891113 565.2540893554688 0.02639860846102238 0.038541279733181 -9.803640498018407e-07 4.223694488109012e-09 -11253.1552734375 -10146.86328125 -26569.33523399956 0.183117538690567 1042.474365234375 1042.474365234375 1.396497424366316e-07 2748.788818359375 2370.678466796875 8.566634042571813 -1129.606079101562 -6567.75
1570 0.04945140331983566 0.04945140331983566 -27715.12890625 5.133044242858887 5.63655948638916 4.902701377868652 4.902701377868652 564.3491821289062 0.05042519420385361 0.04027651622891426 5.975667159915932e-07 4.248567748858965e-09 -12438.341796875 -10313.984375 -27605.16947204769 0.1831643581390381 1085.388305664062 1085.388305664062 1.391722150856367e-07 3359.868896484375 5101.45947265625 8.437194500341702 -1206.960693359375 -7403.193359375
1580 0.04408737644553185 0.04408737644553185 -26683.26171875 5.786664009094238 5.252776145935059 4.364882469177246 4.364882469177246 563.82666015625 0.05457569658756256 0.04687073826789856 3.793207325394898e-07 4.273269054434354e-09 -10267.0361328125 -10848.876953125 -26570.95254468893 0.1830963790416718 1161.81689453125 1161.81689453125 1.388885380038118e-07 3115.228515625 3873.216064453125 8.69820145105821 -1209.944091796875 -7061.7490234375
1590 0.03552284091711044 0.03552284091711044 -25499.78125 4.790667533874512 5.457886695861816 3.968563556671143 3.968563556671143 563.1946411132812 0.04824477806687355 0.03528821468353271 8.018454365488203e-07 4.297779247229943e-09 -8426.8486328125 -9115.08984375 -25390.44773934199 0.1829696893692017 1007.116821289062 1007.116821289062 1.386821963933471e-07 2156.917236328125 2430.343505859375 8.642309347880117 -1712.419921875 -6840.529296875
1600 0.03594335168600082 0.03594335168600082 -23817.4765625 5.165495872497559 5.045351028442383 3.735618829727173 3.735618829727173 562.320068359375 0.05338512361049652 0.03787638619542122 6.708552681283786e-07 4.322115177225603e-09 -6418.3251953125 -7087.21484375 -23703.20606368598 0.1828045547008514 1936.408569335938 1936.408569335938 1.383001091426195e-07 2071.6962890625 2332.219970703125 8.74843875040489 -1485.76904296875 -5176.3486328125
1610 0.03956154733896255 0.03956154733896255 -23989.701171875 5.172845840454102 5.353603839874268 4.050909996032715 4.050909996032715 560.9569702148438 0.03884907439351082 0.04196558892726898 -7.156642020805792e-07 4.3462853461915e-09 -6399.4658203125 -6906.93505859375 -23877.50060013167 0.1826486587524414 2104.868408203125 2104.868408203125 1.376209297632158e-07 2193.27783203125 3240.266357421875 8.332542065069786 -1591.249145507812 -4532.14697265625
1620 0.04374784976243973 0.04374784976243973 -25363.07421875 5.91277027130127 5.123867511749268 3.947634696960449 3.947634696960449 559.0902709960938 0.03884558379650116 0.04457840323448181 -1.099175343986791e-06 4.370267580772521e-09 -8242.4677734375 -7805.0771484375 -25250.65170585545 0.1825210750102997 1822.5703125 1822.5703125 1.367492927784042e-07 1139.649780273438 2031.321411132812 8.378527483656073 -1622.720947265625 -6011.31103515625
1630 0.03756782412528992 0.03756782412528992 -26565.62109375 5.640665054321289 4.861845016479492 4.398318290710449 4.398318290710449 557.264892578125 0.05470055714249611 0.04778154939413071 6.995206013743482e-08 4.394067506517476e-09 -9397.9677734375 -9631.0302734375 -26456.09588639657 0.182382196187973 2618.974609375 2618.974609375 1.359894667984918e-07 2264.02587890625 1785.616333007812 8.866809507691128 -1351.564208984375 -7479.14453125
1640 0.03464644402265549 0.03464644402265549 -25739.107421875 5.4833083152771 5.455173015594482 4.25944995880127 4.25944995880127 556.044189453125 0.05204219743609428 0.04855432361364365 -2.162125671056891e-06 4.417739398350914e-09 -8056.9853515625 -8191.732421875 -25628.86790391852 0.182214081287384 1621.609741210938 1621.609741210938 1.35674497414584e-07 2078.511962890625 1706.755615234375 8.805947941969711 -1371.50634765625 -7517.69921875
1650 0.03481526300311089 0.03481526300311089 -26181.28515625 4.633695125579834 4.871699333190918 4.297758102416992 4.297758102416992 555.6631469726562 0.05187807977199554 0.04119366779923439 3.937928104644217e-07 4.44119827779906e-09 -8708.75390625 -8664.3525390625 -26069.18551477105 0.1820586919784546 2676.590087890625 2676.590087890625 1.359800592126703e-07 3247.529052734375 2621.27783203125 8.395028251573697 -1670.148315429688 -7456.9912109375
1660 0.03571184352040291 0.03571184352040291 -27084.15234375 5.337008476257324 4.750309944152832 3.804757833480835 3.804757833480835 556.1962890625 0.04323180764913559 0.04183270037174225 -6.631563681386288e-07 4.464553843112787e-09 -10056.55859375 -9541.05859375 -26971.04401791746 0.1819200962781906 795.50927734375 795.50927734375 1.367385209505301e-07 1765.917846679688 2781.002197265625 8.368489225287028 -2035.9697265625 -7308.64697265625
1670 0.04558611661195755 0.04558611661195755 -27621.294921875 4.974127292633057 5.126500129699707 4.872763633728027 4.872763633728027 557.0964965820312 0.06537186354398727 0.04230517894029617 -9.728104805942217e-07 4.487778458161113e-09 -10477.50390625 -10349.4111328125 -27513.431205106 0.1818043142557144 1545.625 1545.625 1.376914724460221e-07 740.2901000976562 1956.820678710938 8.641596941708348 -1897.955078125 -7416.5361328125
1680 0.03509862720966339 0.03509862720966339 -27073.3515625 4.456056118011475 4.522192001342773 4.004900455474854 4.004900455474854 557.6422729492188 0.05562198162078857 0.04187516495585442 1.001852571513862e-06 4.510868309512403e-09 -11457.6923828125 -11154.5009765625 -26962.7505099902 0.1816955059766769 2340.771484375 2340.771484375 1.385175352197621e-07 750.2299194335938 3089.577880859375 8.749376194432678 -1814.83984375 -7280.8193359375
1690 0.0493294894695282 0.0493294894695282 -25714.484375 5.989581108093262 4.673452854156494 4.569852828979492 4.569852828979492 557.4580078125 0.05447386205196381 0.03761269524693489 8.819583888902693e-07 4.533878562375831e-09 -9534.4140625 -8891.9453125 -25606.8673316534 0.1815703809261322 1955.2236328125 1955.2236328125 1.389727373179994e-07 1735.312622070312 3547.927978515625 8.716782417970171 -1500.3955078125 -5676.65625
1700 0.04579371586441994 0.04579371586441994 -25400.96875 4.9139723777771 4.811039447784424 4.352206707000732 4.352206707000732 556.4949951171875 0.05479593202471733 0.0455956794321537 -1.429958703974554e-06 4.556817660611824e-09 -9109.87109375 -8284.17578125 -25288.54009089003 0.1814614236354828 1507.778564453125 1507.778564453125 1.38910237978962e-07 3548.5859375 3710.64404296875 8.783478551685135 -1550.143188476562 -5491.625
1710 0.04342231899499893 0.04342231899499893 -25402.029296875 5.63411283493042 4.696292877197266 4.156689167022705 4.156689167022705 555.04638671875 0.04954154789447784 0.04293364286422729 1.07888955684643e-06 4.579612425932279e-09 -8001.6689453125 -7711.38427734375 -25293.80520043178 0.1814048588275909 1115.21875 1115.21875 1.383012033784325e-07 2324.35986328125 2849.85107421875 8.977576601894949 -1646.997680664062 -6120.568359375
1720 0.04442039132118225 0.04442039132118225 -25014.87890625 5.495709419250488 5.154085636138916 4.014143943786621 4.014143943786621 553.27392578125 0.05888090282678604 0.04733198136091232 -2.888914956006294e-07 4.602378623073466e-09 -8099.7802734375 -7674.7265625 -24905.36784233121 0.1814423650503159 717.5762939453125 717.5762939453125 1.372146982703271e-07 2676.84765625 2824.62646484375 8.795238369209311 -1695.1337890625 -5719.4560546875
1730 0.04550962150096893 0.04550962150096893 -25451.984375 5.285815238952637 5.904877662658691 5.470902442932129 5.470902442932129 551.4056396484375 0.05565201491117477 0.04280707985162735 -7.002453999427338e-07 4.625074120281945e-09 -8472.546875 -8999.05859375 -25341.79060515639 0.1816136538982391 3070.990478515625 3070.990478515625 1.358563537223745e-07 3247.79931640625 3101.763916015625 8.607076727592515 -1946.3076171875 -6430.4873046875
1740 0.05399392917752266 0.05399392917752266 -25364.875 5.343485355377197 6.024982452392578 4.517518043518066 4.517518043518066 549.6456298828125 0.04787535965442657 0.04601854830980301 7.462808305006008e-07 4.647705362706412e-09 -8239.8818359375 -8999.4541015625 -25253.69065856488 0.1818768978118896 2296.736083984375 2296.736083984375 1.344591424867758e-07 2179.9697265625 981.586181640625 8.550220567479924 -1715.586669921875 -6053.875
1750 0.04255028814077377 0.04255028814077377 -25623.69140625 5.502969741821289 6.003965854644775 4.240618705749512 4.240618705749512 548.2039184570312 0.06959064304828644 0.04751630872488022 4.459058073474909e-08 4.670319211032477e-09 -8497.2939453125 -8542.31640625 -25516.33021233608 0.1822128742933273 1213.37109375 1213.37109375 1.33150805936566e-07 2210.91650390625 2261.902587890625 8.405305343347949 -1586.14501953125 -5827.7822265625
1760 0.03967896848917007 0.03967896848917007 -26200.4609375 5.221913814544678 5.467988014221191 4.402023792266846 4.402023792266846 547.4102783203125 0.1003958061337471 0.04967079311609268 -6.271796887391545e-08 4.692893870602492e-09 -8471.7236328125 -8704.4306640625 -26089.62675150825 0.1826057732105255 1092.612426757812 1092.612426757812 1.320071589816507e-07 1140.03662109375 2633.972900390625 8.272090842244779 -2124.210205078125 -6416.2666015625
1770 0.04659491404891014 0.04659491404891014 -26438.58984375 5.307805061340332 4.872708320617676 3.862279415130615 3.862279415130615 546.8914794921875 0.04582924023270607 0.04635288193821907 -3.877391049136869e-07 4.715459507713049e-09 -9310.1171875 -9085.212890625 -26320.84335229196 0.183008074760437 2081.5654296875 2081.5654296875 1.310746142735297e-07 1461.64453125 2736.37109375 8.415240056265363 -1950.130859375 -7647.1943359375
1780 0.04464384168386459 0.04464384168386459 -26629.93359375 5.112000465393066 5.102941989898682 3.973968982696533 3.973968982696533 546.6362915039062 0.03003541193902493 0.04731498286128044 1.057817221407353e-06 4.737994941739501e-09 -8817.7451171875 -8868.6181640625 -26516.77519443734 0.1833688914775848 1675.406005859375 1675.406005859375 1.303603767155437e-07 2304.90869140625 914.0406494140625 8.265144393019762 -1820.4384765625 -6703.2392578125
1790 0.05052404850721359 0.05052404850721359 -26280.5703125 5.07909107208252 5.109904289245605 4.589938163757324 4.589938163757324 546.8052978515625 0.05101457983255386 0.0386648140847683 -4.334207964334924e-07 4.760567231938008e-09 -8606.392578125 -8889.34765625 -26171.8554675413 0.183610126376152 805.87451171875 805.87451171875 1.299121947795356e-07 1371.56982421875 1720.220947265625 8.337917327671816 -1578.165161132812 -6480.4521484375
1800 0.04643608629703522 0.04643608629703522 -26494.83203125 4.408970832824707 4.992131233215332 4.312190055847168 4.312190055847168 547.217529296875 0.01660153269767761 0.0460280068218708 7.818238548298884e-07 4.783132668994105e-09 -10551.16796875 -9627.8232421875 -26379.16541707658 0.1837208867073059 2599.617919921875 2599.617919921875 1.297105143294175e-07 1549.73583984375 5147.16357421875 8.302805413553644 -1335.659790039062 -6322.73828125
1810 0.06109067797660828 0.06109067797660828 -26383.78515625 4.238405227661133 5.499177932739258 4.387971878051758 4.387971878051758 547.7907104492188 0.0407695546746254 0.05222825706005096 -6.92168368433832e-07 4.805760157593871e-09 -9342.2119140625 -9610.404296875 -26290.72880365778 0.1836234033107758 1028.3388671875 1028.3388671875 1.29611294141796e-07 2042.912841796875 6691.21728515625 8.431902388835208 -1666.4541015625 -6409.48046875
1820 0.04605269804596901 0.04605269804596901 -26191.69140625 4.646660327911377 4.735108375549316 3.841938734054565 3.841938734054565 548.0735473632812 0.04613965749740601 0.04861996322870255 6.147943475975914e-07 4.828398642568207e-09 -9837.7197265625 -9413.005859375 -26272.27419689137 0.1836234778165817 881.93701171875 881.93701171875 1.294976925692026e-07 2527.70849609375 3594.10302734375 8.753863274976185 -1348.561157226562 -6298.125
1830 0.04706640541553497 0.04706640541553497 -24432.060546875 4.631420612335205 4.647101879119873 4.020637035369873 4.020637035369873 548.0769653320312 0.0452042855322361 0.05392815172672272 1.144653564835729e-06 4.85110185384892e-09 -7141.01953125 -7539.0263671875 -26081.51382902684 0.183299645781517 1069.6201171875 1069.6201171875 1.293156515203009e-07 1380.064086914062 3184.89453125 8.766484094278377 -1423.5380859375 -5121.7275390625
1840 0.04754772037267685 0.04754772037267685 -24506.357421875 5.039982318878174 5.237068176269531 5.029573440551758 5.029573440551758 547.9645385742188 0.04831988364458084 0.04821423441171646 -9.980823080305012e-07 4.873901111609603e-09 -6903.4287109375 -7079.162109375 -24321.88503238333 0.1828081458806992 1708.37646484375 1708.37646484375 1.291087414756475e-07 2099.6767578125 2444.0830078125 9.028907686790346 -1683.5087890625 -5009.83154296875
1850 0.04973861202597618 0.04973861202597618 -26239.263671875 5.563002586364746 5.587974548339844 4.941076278686523 4.941076278686523 548.2503051757812 0.04430940747261047 0.04242905229330063 -1.42891461766409e-06 4.896759040914259e-09 -9217.640625 -8859.3994140625 -24392.73327344529 0.1822530180215836 2061.4189453125 2061.4189453125 1.290506901341359e-07 1394.171142578125 1738.776611328125 9.280936992189861 -1973.465087890625 -6295.40625
1860 0.04530078172683716 0.04530078172683716 -26606.833984375 5.053309440612793 5.145410537719727 4.467798233032227 4.467798233032227 549.5829467773438 0.05103375762701035 0.04622668027877808 5.844764874793351e-07 4.919676265883978e-09 -9414.6689453125 -9682.4951171875 -26129.50347383598 0.1817414611577988 2176.64306640625 2176.64306640625 1.294488782832559e-07 2504.841552734375 1787.4482421875 8.706078659599017 -1608.839721679688 -6809.873046875
1870 0.04485559090971947 0.04485559090971947 -25933.67578125 4.93203067779541 5.463699340820312 3.769678592681885 3.769678592681885 551.8540649414062 0.05912283435463905 0.05538928136229515 7.982839257611452e-07 4.942713112256933e-09 -8776.7998046875 -9090.8203125 -26496.55090064398 0.18128901720047 2078.70263671875 2078.70263671875 1.305394050632458e-07 1565.361206054688 1703.255981445312 8.625421388724538 -2223.9072265625 -6174.8369140625
1880 0.0529056079685688 0.0529056079685688 -26400.13671875 4.674734115600586 5.051765441894531 4.266741752624512 4.266741752624512 554.9222412109375 0.05501890182495117 0.04871071875095367 -9.199197881365473e-07 4.965871864559043e-09 -8892.5400390625 -9020.3662109375 -25823.26023251381 0.1809060275554657 5192.12109375 5192.12109375 1.323827376609188e-07 847.0977783203125 734.0947875976562 8.586710701224019 -2227.7353515625 -6327.7451171875
1890 0.05173612385988235 0.05173612385988235 -26737.99609375 5.296578884124756 5.100874423980713 4.027462959289551 4.027462959289551 558.2749633789062 0.04607657715678215 0.0508546270430088 -7.570564842171446e-07 4.989119476645464e-09 -9256.1962890625 -9398.205078125 -26289.75287002698 0.18060302734375 1460.4619140625 1460.4619140625 1.347535771856201e-07 1853.373046875 2572.19775390625 8.532902145847416 -1630.782836914062 -6651.58203125
1900 0.05097216367721558 0.05097216367721558 -27201.228515625 5.382058143615723 5.206300258636475 4.018271446228027 4.018271446228027 561.4820556640625 0.05846848338842392 0.05303104966878891 -9.919561419283185e-07 5.012502348640286e-09 -9814.150390625 -9844.41796875 -26626.49422072602 0.1804225891828537 2155.77099609375 2155.77099609375 1.372692679524334e-07 1088.143310546875 2628.9130859375 8.245059951992097 -1348.4755859375 -6947.076171875
1910 0.0547076016664505 0.0547076016664505 -26712.14453125 5.302729606628418 5.38080358505249 4.608115196228027 4.608115196228027 564.1196899414062 0.05873218551278114 0.05299028381705284 9.649091567837109e-07 5.036011931530814e-09 -9980.7509765625 -9416.9443359375 -27094.51638451256 0.180322989821434 966.93505859375 966.93505859375 1.395615498722691e-07 1649.805908203125 2517.257080078125 8.624837272466474 -1374.102294921875 -6810.25390625
1920 0.05621793866157532 0.05621793866157532 -27278.572265625 6.151044368743896 4.785454273223877 4.426132202148438 4.426132202148438 566.2908325195312 0.06148060411214828 0.04277689382433891 -1.333575477747984e-06 5.059737360432664e-09 -11632.8623046875 -11150.0234375 -26595.58895822209 0.1802473962306976 1425.6982421875 1425.6982421875 1.41414020049524e-07 1231.287109375 8563.3359375 8.482156800030047 -1407.534545898438 -7239.736328125
1930 0.0581367090344429 0.0581367090344429 -26959.232421875 6.035463809967041 5.147712230682373 4.311750411987305 4.311750411987305 567.786865234375 0.04578905552625656 0.05437541753053665 8.129800017700473e-07 5.083604315937042e-09 -11087.8466796875 -9899.9638671875 -27169.84542803518 0.1801252663135529 2308.13330078125 2308.13330078125 1.427483198312984e-07 2266.3427734375 4505.53662109375 8.570597142979816 -1742.522583007812 -7034.4677734375
1940 0.05232197791337967 0.05232197791337967 -26397.044921875 4.437750339508057 4.340091228485107 4.570313453674316 4.570313453674316 568.730224609375 0.0516706146299839 0.05664275586605072 1.093835362925288e-06 5.107704161028937e-09 -10406.197265625 -9849.96875 -26858.46276398507 0.1799519807100296 1706.806640625 1706.806640625 1.435700767160597e-07 2265.305908203125 3041.743408203125 8.49784644696653 -1439.421752929688 -6718.6884765625
1950 0.05235403776168823 0.05235403776168823 -25311.85546875 4.804252624511719 4.743569850921631 4.116914749145508 4.116914749145508 569.02880859375 0.06120944395661354 0.05021851137280464 1.547487342767884e-06 5.132027639617953e-09 -9086.95703125 -8820.1982421875 -26286.50133378179 0.1797247678041458 1097.495361328125 1097.495361328125 1.439597099306411e-07 4370.1982421875 1446.32373046875 8.456978909250877 -1879.463256835938 -6116.41748046875
